status,custid,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_activity_month,trans_activity_day,trans_days_interval_filter,trans_days_interval,regional_mobility,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,avg_price_last_12_month,trans_top_time_last_1_month,trans_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_city,second_city,third_city,foreign_city,other_city
1,598463,0.01,0.99,0.0,0.7727272727272728,0.428888888888889,0.08070175438596491,0.12608695652173912,0.25,0.002724252761863714,0.0,0.3902439024390244,0.01645363477621542,0.2544444444444444,1.0,0.0003768197739081357,0.3,0.00743644183134629,0.03932584269662921,0.0,0.18548387096774194,0.0,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.0,0.0,0.047619047619047616,0.0,0.0,0.020309882747068676,0.0,0.5013698630136987,0.02962962962962963,0.11057692307692307,0.627906976744186,0.2830188679245283,0.375,0.4375,0.20618556701030927,0.02631578947368421,0.04,0.2,0.13818181818181818,0.7241379310344828,0.4585987261146497,0.34415584415584416,0.4,0.4,0.2777777777777778,0.3870967741935484,0.06666666666666667,0.07692307692307693,0.32432432432432434,0.2637795275590551,0.34202898550724636,0.0,0.10344827586206896,0.9910179640718563,0.30434782608695654,0.8539325842696629,0.3870967741935484,0.375,0.5,0.27043478260869563,0.1113662456946039,0.9080459770114943,0.2777777777777778,0.3,0.07657657657657657,0.10144927536231885,0.07734806629834254,0.018461538461538463,1,0,0,0,0
0,2381333,0.01,0.99,0.058823529411764705,0.8295454545454545,0.2066666666666667,0.19649122807017544,0.0782608695652174,0.5,0.006034016565083212,0.0,0.23170731707317074,0.0072713904971969485,0.09888888888888889,1.0,0.0018127189123686525,0.4,0.001339212804180957,0.055315471045808126,0.0,0.16129032258064516,0.0,0.03333333333333333,0.025,0.05,0.0,0.0,0.02040816326530612,0.0,0.0,0.01975788031064413,0.0,0.2802348336594912,0.040740740740740744,0.7980769230769231,0.7441860465116279,0.07547169811320754,0.0,0.0625,0.07216494845360824,0.13157894736842105,0.08,0.075,0.7418181818181818,0.6896551724137931,0.18471337579617833,0.16883116883116883,0.0,0.4,0.3888888888888889,0.3225806451612903,0.0,0.038461538461538464,0.17567567567567569,0.10236220472440945,0.017391304347826087,0.0,0.0,0.9910179640718563,0.2898550724637681,0.8314606741573034,0.3225806451612903,0.3125,0.4,0.27391304347826084,0.07003444316877153,0.9195402298850575,0.3888888888888889,0.4,0.04954954954954955,0.066243961352657,0.06906077348066299,0.1476923076923077,1,0,0,0,0
0,1223219,0.02,0.98,0.0,0.4431818181818182,0.5222222222222223,0.06315789473684211,0.034782608695652174,0.25,0.0017931275641520864,0.0,0.1951219512195122,0.01870122231412554,0.2388888888888889,0.2631578947368421,0.006530436081738351,0.5,0.0009472480810060428,0.04407951598962835,0.37037037037037035,0.08064516129032258,0.0,0.06666666666666667,0.025,0.041666666666666664,0.00044684732284530973,0.002782201971734441,0.027210884353741496,0.0,0.005495427468747378,0.032054210446170246,0.0,0.4117416829745597,0.0,0.3076923076923077,0.6046511627906976,0.37735849056603776,0.5,0.375,0.24742268041237114,0.34210526315789475,0.2,0.2125,0.34545454545454546,0.7586206896551724,0.3184713375796178,0.2727272727272727,0.08,0.275,0.3333333333333333,0.1935483870967742,0.06666666666666667,0.038461538461538464,0.25675675675675674,0.2204724409448819,0.08115942028985507,0.05,0.034482758620689655,0.9940119760479041,0.34782608695652173,0.8202247191011236,0.1935483870967742,0.1875,0.38,0.24869565217391304,0.06314580941446613,0.9425287356321839,0.3333333333333333,0.4,0.06306306306306306,0.06501207729468599,0.008287292817679558,0.06769230769230769,1,0,0,0,0
0,1181338,0.01,0.99,0.058823529411764705,0.5340909090909091,0.5344444444444445,0.04912280701754386,0.0391304347826087,0.25,0.004862994482371645,0.0,0.23170731707317074,0.024000735226541677,0.27,0.368421052631579,0.0057186965687820585,0.5,0.003386139691872176,0.047968885047536734,0.18518518518518517,0.11290322580645161,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0005797729062548593,0.0030442934618253666,0.061224489795918366,0.0,0.001887742260256733,0.030283995736257042,0.0,0.40587084148727987,0.0,0.3076923076923077,0.4883720930232558,0.18867924528301888,0.20833333333333334,0.375,0.16494845360824742,0.02631578947368421,0.05333333333333334,0.1,0.3527272727272727,0.6206896551724138,0.2484076433121019,0.2532467532467532,0.04,0.35,0.2222222222222222,0.3548387096774194,0.13333333333333333,0.057692307692307696,0.20270270270270271,0.18503937007874016,0.020289855072463767,0.1,0.0,0.9790419161676647,0.2028985507246377,0.8089887640449438,0.3548387096774194,0.34375,0.22,0.18971014492753624,0.1079219288174512,0.9310344827586207,0.2222222222222222,0.2,0.0518018018018018,0.11141304347826086,0.011049723756906077,0.024615384615384615,1,0,0,0,0
0,3859829,0.01,0.99,0.0,0.2159090909090909,0.07333333333333335,0.45614035087719296,0.45217391304347826,0.5,0.005005306193812287,0.0,0.12195121951219512,0.0055325797261281135,0.03,0.6842105263157894,0.00186085888348467,0.5,0.0007186019924873428,0.030682800345721694,0.5555555555555556,0.25806451612903225,0.0,0.0,0.016666666666666666,0.041666666666666664,0.0,0.0013306183343077761,0.02040816326530612,0.0,0.0,0.011249428962996803,0.0,0.4755381604696673,0.018518518518518517,0.7644230769230769,0.6511627906976745,0.07547169811320754,0.125,0.125,0.07216494845360824,0.0,0.0,0.1,0.68,0.7241379310344828,0.01910828025477707,0.025974025974025976,0.0,0.05,0.1111111111111111,0.03225806451612903,0.0,0.0,0.05405405405405406,0.015748031496062992,0.0,0.0,0.0,0.4221556886227545,0.2028985507246377,0.8539325842696629,0.03225806451612903,0.03125,0.14,0.2028985507246377,0.04707233065442021,0.9080459770114943,0.1111111111111111,0.1,0.02027027027027027,0.04528985507246377,0.35359116022099446,0.37846153846153846,0,0,1,0,0
0,2979329,0.01,0.99,0.08823529411764706,1.0,0.44888888888888895,0.08771929824561403,0.09130434782608696,0.5,0.005631477724151111,0.0,0.0975609756097561,0.01568899917287014,0.15555555555555556,0.3157894736842105,0.008240235055858967,0.6,0.0066089607490881375,0.04969749351771824,0.3333333333333333,0.12903225806451613,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.42559385967405644,0.0035079937904477733,0.034013605442176874,0.0,0.0058729759207987245,0.03919217298614284,0.0,0.10606653620352251,0.0,0.7932692307692307,0.5348837209302325,0.2830188679245283,0.375,0.3125,0.17525773195876287,0.13157894736842105,0.17333333333333334,0.175,0.7636363636363637,0.7586206896551724,0.2611464968152866,0.2532467532467532,0.0,0.45,0.3333333333333333,0.41935483870967744,0.26666666666666666,0.15384615384615385,0.22972972972972974,0.2125984251968504,0.017391304347826087,0.35,0.0,0.9401197604790419,0.2463768115942029,0.8651685393258427,0.41935483870967744,0.46875,0.27,0.226231884057971,0.09299655568312284,0.9310344827586207,0.3333333333333333,0.3,0.04954954954954955,0.09258454106280194,0.03038674033149171,0.033846153846153845,1,0,0,0,0
0,379408,0.0,0.49,0.014705882352941176,1.0,0.6977777777777778,0.07719298245614035,0.06956521739130435,0.75,0.012324194210759578,0.0,0.1951219512195122,0.04720816101461263,0.34555555555555556,0.4210526315789474,0.013182052090768746,0.7,0.01865098807773967,0.0557476231633535,0.8148148148148148,0.1774193548387097,0.0,0.03333333333333333,0.058333333333333334,0.058333333333333334,0.0,0.0031047761133848107,0.05442176870748299,0.0,0.006460273512878597,0.09509669559920816,0.0,0.19530332681017612,0.0,0.27884615384615385,0.5581395348837209,0.18867924528301888,0.2916666666666667,0.25,0.15463917525773196,0.07894736842105263,0.16,0.1625,0.29454545454545455,0.6896551724137931,0.5668789808917197,0.4935064935064935,0.24,0.65,0.5,0.5806451612903226,0.0,0.0,0.3918918918918919,0.35826771653543305,0.1391304347826087,0.0,0.0,0.9640718562874252,0.3333333333333333,0.8426966292134831,0.5806451612903226,0.59375,0.48,0.26811594202898553,0.14351320321469574,0.9080459770114943,0.5,0.45,0.07207207207207207,0.08386473429951691,0.04419889502762431,0.28615384615384615,1,0,0,0,0
0,2016675,0.01,0.99,0.0,1.0,0.4133333333333334,0.17894736842105263,0.0782608695652174,0.25,0.006627659704235603,0.0,0.12195121951219512,0.02137377079312563,0.16111111111111112,0.7368421052631579,0.001435899138460517,0.6,0.007327562741575481,0.052722558340535866,0.0,0.4112903225806452,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0009475615410979618,0.06802721088435375,0.0,0.0,0.028018882290239074,0.0,0.12250489236790607,0.02962962962962963,0.25,0.4883720930232558,0.1509433962264151,0.20833333333333334,0.25,0.10309278350515463,0.02631578947368421,0.06666666666666667,0.0625,0.29454545454545455,0.6551724137931034,0.40764331210191085,0.42207792207792205,0.04,0.25,0.1111111111111111,0.2903225806451613,0.0,0.019230769230769232,0.13513513513513514,0.3464566929133858,0.04057971014492753,0.0,0.0,0.9820359281437125,0.34782608695652173,0.8314606741573034,0.2903225806451613,0.3125,0.3,0.3026086956521739,0.2066590126291619,0.8850574712643678,0.1111111111111111,0.1,0.0945945945945946,0.18297101449275363,0.06629834254143646,0.2676923076923077,1,0,0,0,0
0,1605944,0.01,0.93,0.0029411764705882353,0.8863636363636364,0.3555555555555556,0.07017543859649122,0.05652173913043478,0.25,0.0045499087172022334,0.0,0.3048780487804878,0.016792574211929052,0.20333333333333334,0.4210526315789474,0.004013877591673445,0.7,0.0010887908977080952,0.058772687986171135,0.5185185185185185,0.16129032258064516,0.014492753623188406,0.06666666666666667,0.041666666666666664,0.075,0.0,0.004334590028426846,0.08163265306122448,0.0,0.0,0.020062433379016295,0.0,0.3452054794520548,0.007407407407407408,0.34615384615384615,0.6976744186046512,0.24528301886792453,0.2916666666666667,0.125,0.21649484536082475,0.13157894736842105,0.2,0.25,0.36363636363636365,0.7241379310344828,0.24203821656050956,0.21428571428571427,0.24,0.4,0.3333333333333333,0.3548387096774194,0.13333333333333333,0.07692307692307693,0.16216216216216217,0.20078740157480315,0.10144927536231885,0.15,0.017241379310344827,0.9790419161676647,0.34782608695652173,0.8426966292134831,0.3548387096774194,0.375,0.36,0.2898550724637681,0.08266360505166476,0.9080459770114943,0.3333333333333333,0.35,0.036036036036036036,0.07367149758454106,0.03038674033149171,0.036923076923076927,1,0,0,0,0
0,270952,0.01,0.99,0.0058823529411764705,0.9772727272727273,0.6266666666666667,0.06315789473684211,0.05217391304347826,0.5,0.00366351005737195,0.0,0.5121951219512195,0.038627332046686884,0.39555555555555555,0.3157894736842105,0.008700054779967131,0.6,0.011410528607980837,0.05099394987035436,0.2222222222222222,0.14516129032258066,0.014492753623188406,0.03333333333333333,0.175,0.175,3.6366433196952245e-05,0.004637003286224068,0.047619047619047616,0.0,0.0,0.06346124562204965,0.0,0.513894324853229,0.025925925925925925,0.2644230769230769,0.5581395348837209,0.32075471698113206,0.5416666666666666,0.3125,0.20618556701030927,0.07894736842105263,0.10666666666666667,0.15,0.18181818181818182,0.6896551724137931,0.5286624203821656,0.487012987012987,0.6,0.675,0.3888888888888889,0.6774193548387096,0.0,0.019230769230769232,0.24324324324324326,0.32677165354330706,0.10434782608695652,0.0,0.0,0.9790419161676647,0.3333333333333333,0.8539325842696629,0.6774193548387096,0.6875,0.5,0.28289855072463765,0.11595866819747416,0.896551724137931,0.3888888888888889,0.4,0.07207207207207207,0.09057971014492754,0.052486187845303865,0.1753846153846154,1,0,0,0,0
